tis_plaza_id,plaza_name,operator_from_tis,project_type,latitude,longitude,car_single,lcv_single,bus_single,truck_3axle_single,hcm_eme_single,oversized_7plus_single
5660,Madanpur,NA,Public Funded,26.309387,91.716408,125,200,420,455,655,800
5661,Mahasamudram,NA,Public Funded,13.194889,79.017469,90,150,310,340,490,595
5662,Rangalibazna,Sonu Kumar,Public Funded,26.6847777,89.2308333,75,125,260,285,410,500
5663,Selu Ambu,Anil Kumar Shukla,Public Funded,18.67605,76.39189,45,70,145,155,225,275
5664,Sulkhapara,Sh. Anil Kumar Shukla,Public Funded,26.8733055,88.9147222,60,100,205,225,325,395
5665,Balibhasa,Ms Prakash Asphaltings and Toll Highways (India) Ltd.,Public Funded,22.3446262,87.1266524,75,125,260,285,410,495
5666,Manderdisa,Ms Inderdeep Construction Co.,Public Funded,25.7197,93.1279,100,165,345,375,540,655
5667,Kachnaria,Ms Ganeshgarhia Construction Pvt. Ltd.,Public Funded,23.879731,76.909815,70,110,235,255,370,450
5668,Mandir Hasaud,Raipur Expressways Ltd.,BOT (Toll),21.23198,81.7591667,60,110,215,345,345,345
5669,Sonkacch,Mahender Godara,Public Funded,23.359605,77.221079,85,140,295,320,460,560
5670,Jellipalli,Chabra s ASSOCIATES,Public Funded,14.7928655,77.3621177,65,105,225,245,350,425
5671,KUMHARI,na,Public Funded,21.252824,81.537318,15,20,40,40,90,90
5672,Yerradoddi,Coral Assoiciates,Public Funded,14.1691649,78.1349519,60,100,205,225,325,395
5673,Yerkaram,T. Suryanarayana Reddy,Public Funded,17.14501,79.34495,40,65,135,145,210,255
5674,Hingonia,Ms Skylark Infra Engineering Pvt. Ltd.,Public Funded,26.8508333,75.9247222,60,100,210,225,325,395
5675,Sitarampura,Ms Jai Singh Company,Public Funded,26.7472222,75.7686111,55,95,195,210,305,370
5676,Bhamb,Ms DBL Mahagaon Yavtamal Highways Pvt Ltd,Public Funded,20.234893,78.017434,110,180,380,415,595,725
5677,Butati,Ms Shiva Corporation India Ltd.,Public Funded,26.547568,74.506682,55,90,190,205,300,365
5678,Badighati,Ms Shiva Corporation India Ltd.,Public Funded,26.935547,73.979626,40,60,130,140,205,250
5679,Chhara,Ms Jai Singh and Co.,Public Funded,28.71338,76.72458,65,105,225,245,350,425
5680,Komalla,Sonu Kumar,Public Funded,17.463853,79.170604,110,180,380,415,595,725
5681,Komatipalli,Anil Kumar Shukla,Public Funded,18.011824,79.295938,60,100,210,230,330,400
5682,Sundra,Rishiraj Singh Rathor,Public Funded,26.052019,70.206006,40,65,135,145,210,255
5683,Bishunpurwa,Patel Engineering Ltd.  Ujjain Engicon India Pvt. Ltd.,Public Funded,26.997191,84.375456,30,50,110,120,170,205
5684,Gunjangarh,Ms Dineshchandra Tanot Infra Pvt Ltd,Public Funded,26.513044,70.277217,100,160,330,360,520,635
5685,Khuiyala,Ms Dineshchandra Tanot Infra Pvt Ltd,Public Funded,27.143983,70.388192,90,145,305,335,480,585
5686,Satbhaiya,Ms Ranchor Infra Developers Pvt. Ltd.,Public Funded,26.687284,88.230461,60,95,200,220,315,380
5687,Gorsar,Ms Coral Associates,Public Funded,21.318554,69.909762,100,160,335,365,525,640
5688,Gardiya,Rishiraj Singh,Public Funded,25.5852416,70.8141667,65,105,225,245,350,430
5689,Sinhaniya,Dinker Commercial Pvt. Ltd.,Public Funded,24.9513888,71.1511111,50,80,165,180,255,310
5690,Doongri,Dinker Commercial Pvt. Ltd.,Public Funded,24.9463888,71.4225,60,95,195,215,305,375
5691,Kobadi,AMRISH MANIKRAO MANKAR,Public Funded,21.61976,72.1415933,45,75,155,170,245,300
5692,Nageshri,Anil Kumar Shukla,Public Funded,20.916389,71.321944,45,70,145,160,230,280
5693,Sherpur Chamrah,Montecarlo LtdBackbone Ent Ltd(JV),Public Funded,26.8219,83.29387,45,75,160,175,250,305
5694,Chotiya,Bansi Lal Gupta,Public Funded,22.7777,82.48068,65,100,215,230,335,405
5695,Pachira,Pushpa Rai,Public Funded,23.19509,82.92553,30,45,100,105,155,185
5696,Kharbi,Anil Kumar Shukla,Public Funded,20.60611,79.82361,35,55,110,120,175,215
5697,Bandapalli,Ms Chabbras Associates,Public Funded,13.30534,79.11473,50,85,175,190,270,330
5698,Chitimiti Chintala,na,Public Funded,14.77064,78.36504,30,45,100,105,155,185
5699,Kalapathar,Sahakar Global Ltd,Public Funded,23.21784,86.936479,65,105,215,235,340,410
5700,Khawasa FP,Ashish Agrawal,Public Funded,21.703044,79.433797,100,160,335,365,520,635
5701,Mejia,na,Public Funded,23.537809,87.12463,45,75,155,170,245,300
5702,Dularpur,Ms Krishana Construction,Public Funded,27.5786686,81.6335653,50,85,175,190,275,335
5703,Gurhe,Raja Ram Godara,Public Funded,30.824455,75.590539,55,85,180,195,280,345
5704,Khamar,Ms RKD Constructions,Public Funded,20.41813,86.02029,55,90,190,210,300,365
5705,Bhagalpur,Welcome Infratoll Limited,Public Funded,25.23225,87.01002,20,35,75,80,120,145
5706,Kurana,Freedom Point Experessway Pvt. Ltd.,Public Funded,28.62808,77.78575,100,165,345,375,540,655
5707,Khaikhat,Devedra Kumar,Public Funded,26.3191,87.90342,65,105,215,235,340,410
5708,Badewadi,na,Public Funded,19.17306,75.3424,45,70,145,160,230,280
5709,Peont,Ms Jai Singh and Co.,Public Funded,29.624188,76.786401,75,120,250,270,390,475
5710,Dagrai,Ms Skylark Infra Engineering Pvt. Ltd.,BOT (Toll),25.62096,78.476725,135,215,450,490,705,860
5711,Joharia shaikh,PSL infratech pvt. Ltd.,Public Funded,23.796836,78.546162,80,125,265,290,415,505
5712,Sayed Mazera,Ms Skylark Infra Engg. Pvt. Ltd,Public Funded,30.00135,77.42393,45,75,150,165,240,290
5713,Chhapar,Ms RSCPLSKCABIPL J.V.,Public Funded,29.585833,77.778333,55,90,185,205,295,355
5714,Bahadrabad,Ms Inderdeep Construction Co.,Public Funded,29.91215,78.02168,95,155,320,350,505,615
5715,Sarsawa,Ms Jai Singh  Co.,Public Funded,30.04082,77.38787,125,200,420,460,660,805
5716,Bhagwanpur,Ms MBL (CGRG) Road Ltd.,Public Funded,29.931253,77.820383,50,80,170,185,265,320
5717,Ramnagar Gansiyari,Ms Surya International Private Limited,Public Funded,25.7261111,81.9255555,50,80,170,185,270,325
5718,Hejamadi,Ms. Navayuga Udupi Tollway Pvt. Ltd.,Public Funded,13.10819,74.78444,40,70,145,225,225,275
5719,Madai,Ms Skylark Infra Engineering Pvt. Ltd.,Public Funded,22.54994,79.60109,100,165,340,370,535,650
5720,K N Hundy,Md Yousuf Ali,Public Funded,12.21389,76.66306,55,90,185,200,290,350
5721,Yeddore,Md. Yousuf Ali,Public Funded,12.2437,76.88332,40,65,140,150,220,265
5722,Kannegala,Md. Yousuf Ali,Public Funded,11.78008,76.61368,30,50,100,110,160,195
5723,Harro,NA,Public Funded,25.11559,81.75417,60,100,205,225,320,390
5724,Mungari,NA,Public Funded,25.29878,81.94765,40,65,135,150,215,260
5725,Umapur,NA,Public Funded,25.27192,81.74293,45,75,155,170,240,295
5726,Nimbasar,Mahender Godara,Public Funded,26.15387,71.27751,65,100,215,235,335,410
5727,Narsana,Ms H G Infra pvt ltd,Public Funded,25.485729,72.569789,50,85,175,195,275,335
5729,Gumanpura,MS HG Infra Engineering Ltd.,Public Funded,25.992661,75.9384815,60,95,205,220,320,385
5730,Bideibadkudar,Ms Ranchor Infra Developer Pvt. Ltd.,Public Funded,21.5058155,85.0582372,135,215,450,490,710,860
5731,Khachrol,Ms Riddhi Siddhi Associates,Public Funded,27.2046,77.4977,65,110,225,245,355,430
5732,Millampalli,Anil Kumar Shukla,Public Funded,16.06238,79.30513,35,55,120,130,185,225
5734,Gangajali,Maheder Godara,Public Funded,28.47524,72.61884,55,90,185,200,290,355
5735,Barsalpur,Ms. Gawar Khajuwala Bap highways pvt. Ltd.,Public Funded,28.047877,72.349573,60,100,205,225,325,395
5736,Seora,Ms. Gawar Khajuwala Bap highways pvt. Ltd.,Public Funded,27.51125,72.27998,65,105,220,240,340,415
5737,Medapi,Anil Kumar Shukla,Public Funded,16.026029,79.48465,50,80,165,180,260,315
5738,Pandillapalli,Anil Kumar Shukla,Public Funded,15.46596,79.07232,45,75,160,170,250,300
5739,Shahabpur,Praveen Kumar,Public Funded,26.94928,81.25645,35,60,125,135,195,235
5740,Singarajupally,Sri Sai Enterprises,Public Funded,17.590143,79.276497,35,55,115,125,180,220
5741,Kokpara,Prakash Asphaltings and Toll Highways(India) Ltd.,Public Funded,22.44634,86.59847,100,160,340,370,530,645
5742,Hazaribag,Shiva Corporation India Ltd,Public Funded,24.0445225,85.3856876,65,105,220,245,350,425
5743,Jiwana,Anil Kumar Shukla,Public Funded,29.164995,77.276135,85,140,290,315,455,550
5744,Khatkar,na,Public Funded,29.394776,76.252134,110,175,370,400,580,705
5745,Sanwara,Ms Ranchor Infra Developers Pvt. Ltd.,Public Funded,30.892075,77.004646,65,105,215,235,340,410
5746,Saini Majra,Ms Jai Singh and Co.,Public Funded,30.19749,76.50534,90,150,315,340,490,600
5747,Thana,Sadbhav Engineering Limited,Public Funded,29.91029,76.50666,80,130,270,295,425,515
5748,Chak Bamniya,Ms DBL,Public Funded,31.017874,75.299925,115,185,385,420,605,735
5749,Kot Karor,Ms DBL,Public Funded,30.82689,74.916494,45,70,145,160,225,275
5750,Usma,Ms DBL,Public Funded,31.37021,74.95469,150,245,515,560,810,985
5751,Kothiya,Suresh Chandra Agarwal,Public Funded,24.54,86.95,30,50,100,110,160,195
5752,Puraini,Ms PNC Infratech Ltd.,Public Funded,29.407553,78.446612,80,130,270,295,425,520
5753,Bathalapalli,MD Yousuf Ali,Public Funded,14.500116,77.796611,65,100,210,230,330,405
5755,Jodi Dharampuram,Sonu Kumar,Public Funded,14.987394,77.915283,55,85,185,200,285,350
5756,Navasari,Anil Kumar Shukla,Public Funded,24.285173,86.348624,20,35,70,80,115,140
5757,Jakhauli(EPE),PUNIT SINGH,HAM,28.91709,28.91709,,,,,,
5758,Maujpur(EPE),ORIENTAL STRUCTURAL ENG PVT LTD,HAM,28.28198,77.43815,,,,,,
5759,Chhajju Nagar(EPE),GAYATRI PROJECTS,HAM,28.09952,77.36404,,,,,,
5760,Mawikalan(EPE),SADBHAV ENGINEERING PVT. LTD.,HAM,28.87713,77.25082,,,,,,
5761,Duhai(EPE),SADBHAV ENGINEERING PVT. LTD.,HAM,28.73377,77.47471,,,,,,
5762,Dasna(EPE),JAIPARKASH ASSOCIATES LTD,HAM,28.68572,77.53373,,,,,,
5763,Bilakbarpur(EPE),ASOKA BUILDCON,HAM,28.52294,77.59598,,,,,,
5764,Fatehpur Rampur(EPE),ASOKA BUILDCON,HAM,28.43818,77.58719,,,,,,
5765,Patariya Goyal,Ms RSB Infra Pvt. Ltd.,Public Funded,23.131971,76.689998,35,55,110,120,175,215
5766,Aashpur,Ms A. K. Construction Company,Public Funded,27.486582,78.79216,80,130,270,295,425,520
5768,Badarpur Elevated,Shiva Corporation(India) Ltd.,BOT (Toll),28.4762963,77.3056512,28,42,84,84,84,
5769,Pachwara,Mahender Godara,Public Funded,25.134123,79.37991,85,135,285,310,445,540
5770,Gadanki,Ms KNR Tirumala Infra Pvt Ltd,Public Funded,13.478827,79.188024,95,155,325,350,505,615
5771,Lamber,Ms Navayuga Quazigund Expressway Ltd,Public Funded,33.50381,75.18015,145,235,490,535,770,940
5772,Ujroo,Ms Navayuga Quazigund Expressway Ltd,Public Funded,33.5661,75.18689,145,235,490,535,770,940
5773,Panikauri,Ms Topline Infra Projects Pvt. Ltd.,Public Funded,26.573915,88.522596,80,135,280,305,435,530
5774,Husludanga,Ms Kalyan Toll Infrastructure Ltd.,Public Funded,26.5605725,88.9195854,60,100,205,225,325,395
5775,Banglore  Neelamangla,Ms Navayuga Bengalooru Tollway Private Limited,BOT (Toll),13.07541,77.48594,30,45,95,,155,
5776,Golhaura,Puspa Rai,Public Funded,27.443591,82.924243,30,45,100,105,155,185
5777,Mauhari,Ms Jabalpur Tolls,Public Funded,24.577226,80.690857,45,75,155,165,240,290
5778,Devgaon,Vinod Kumar Malik,Public Funded,24.779103,79.828395,70,115,240,265,380,460
5779,Toda,Suresh Chandra Agarwal,Public Funded,25.2426039,85.7863632,50,80,170,185,265,320
5780,Padmanavpur,Ainul Hoque,Public Funded,21.62325,86.925376,55,90,195,210,305,370
5781,Sukhuapada,Sh. Anil Kumar Shukla,Public Funded,22.07456,86.643509,45,75,160,175,250,305
5783,Kollam,Kanwar Singh Yadav,Public Funded,8.92166,76.57579,25,45,90,100,140,170
5784,Mandwara,Ms Shiva Industrial Security Agency (Gujarat) Ltd.,Public Funded,22.050977,75.1191572,30,45,95,105,150,185
5785,Nashirabad,Ms Coral Associates,Public Funded,21.016609,75.684364,95,155,325,350,505,615
5786,Fekari,Fekari Infrastructure Pvt. Ltd.,BOT (Toll),21.040041,75.829323,15,,40,65,65,
5787,Kachkoot,Seema Chowdhary,Public Funded,33.87457,75.04281,115,185,385,420,600,735
5788,Vaddupalli,T. Suryanarayna Reddy,Public Funded,14.67048,77.45172,50,80,170,185,270,330
5789,Semraraja,Devendra Kumar,Public Funded,27.144604,83.562172,25,45,90,100,145,175
5790,Kaithi,Bholanath Rajpati Shukla,Public Funded,25.494937,83.147623,130,210,440,480,695,845
5791,Balachera,Ms Laxmi Motors,Public Funded,24.946554,92.756124,40,65,135,145,210,255
5792,Vishankheda,Amit Khampariya,Public Funded,23.022194,77.570611,35,60,125,135,195,235
5793,Bagwada,Ms Skylark Infra Engineering Pvt. Ltd.,Public Funded,22.781523,77.733774,105,170,360,390,560,685
5794,Paraghat,Ms A K Construction,Public Funded,22.010617,82.323591,65,105,220,220,345,420
5795,Jagatpur Patti,PNC Infratech Ltd.,Public Funded,29.244179,78.884934,110,175,370,405,580,710
5796,Edalhatu,Ms Eagle Infra India Ltd.,Public Funded,23.180503,85.57528,110,180,375,410,585,715
5797,Chitlapalli,Ms Inderdeep Construction Company,Public Funded,17.078508,77.581042,65,100,215,235,335,410
5798,Munnanur,Md Karimunnisa,Public Funded,16.74527,78.2858,45,70,150,165,235,285
5799,Gummadidala,V. Vidyasagar Reddy,Public Funded,17.673312,78.371721,65,105,225,245,350,430
5800,Bahadrabad,Ms Sam (India) Builtwell Pvt. Ltd.,Public Funded,29.923433,78.021434,85,140,290,320,455,555
5804,Keezhkuppam,Ms.Karnataka Commercial  Industrial Corporation Private Limited,Public Funded,11.576895,78.936138,45,70,145,160,230,280
5806,Karodi,Ms Arcons Infrastructure and Construction Pvt. Ltd.,Public Funded,19.890841,75.205602,65,100,215,235,335,410
5854,Jawahar Nagar,Feedback Highways OMT Pvt. Ltd.,Public Funded,18.212094,80.028503,40,60,130,140,200,245
5855,Kothagudem,Sri Sai Enterprises,Public Funded,17.406428,79.6421309,70,115,240,260,375,455
5856,Dharmaram,Ms. DBL Mangloor Highways Pvt. Ltd.,Public Funded,18.2658,77.7871,75,125,260,285,410,500
5857,Khireitangiri,Ms Montecarlo Singhara Binjhabahal Highway Pvt. Ltd.,HAM,21.7056475,85.6972661,90,145,305,335,480,585
5858,Jansanpur,Ms Montecarlo Singhara Binjhabahal Highway Pvt. Ltd.,HAM,21.4483033,85.3733547,60,95,200,220,315,385
5859,Chahar,Anil Kumar Shukla,Public Funded,30.9887,75.7908,35,60,125,135,195,240
5860,Atraila Shiv Ghulam,MS Dinesh Rai,HAM,24.9619444,82.3058333,100,165,345,375,540,660
5861,Koyla,Ms Sadbhav Rudrapur Highway Pvt. Ltd.,Public Funded,28.83044,79.09648,40,65,140,155,220,265
5862,Rajora Khurd,H G Infra,Public Funded,26.85467,77.7221,70,115,240,260,375,460
5863,Tarwa Dewa,Ms Apco Navakalyan Expressway pvt.ltd,Public Funded,27.195225,79.370778,105,170,350,385,550,670
5864,Hatnoor,na,Public Funded,20.170518,75.132249,100,160,335,365,525,640
5865,Harshili,Ms Ramky  Infrastructure Ltd.  Brij Gopal Construction Co. Ltd. (JV),Public Funded,23.018177,78.121077,135,220,465,505,725,885
5866,Tankla,Ms Inderdeep Construction Co.,Public Funded,27.01333,73.5004,45,75,160,175,250,305
5867,Netra,Ms Gannon Dunkerley  Co. Ltd,Public Funded,26.578605,73.15355,65,105,220,240,345,420
5869,Ferozeshah,Ceigall India Ltd.,Public Funded,30.8695,74.7731,35,55,115,125,180,215
5870,Hesmi (Mandar),MS A.K. Construction Company,Public Funded,23.472,85.0597,70,115,235,260,370,450
5871,Bhadbhid,MS Kalthia Bhavnagar Pipli Highway (P) Ltd.,Public Funded,21.985008,72.091742,45,75,155,165,240,295
5872,Galia,Ms Topline Infra Projects Pvt. Ltd.,Public Funded,26.4421,91.0485,45,70,150,165,235,285
5873,Sirohi Bahali,Gawar Narnaul Highway Pvt. Ltd.,Public Funded,27.9327,76.12727,125,200,415,455,650,795
5874,Thakri,na,Public Funded,29.4884012,73.3932932,40,65,140,150,220,265
5875,Patroda,GR Infraproject Ltd,Public Funded,29.0601598,73.0975538,80,130,270,295,420,515
5876,Chapirevula,Rayalseema Expressway Private Limited,BOT (Toll),15.4603934,78.4518509,120,185,385,590,590,750
5877,Kandra,Ms Montecarlo Limited,Public Funded,22.0521055,85.4941527,60,95,200,215,310,380
5878,Kodikottai,Ms.DRASPVM(JV),Public Funded,9.8879515,78.8477001,35,60,125,135,195,235
5879,Vennathur,Ms.DRASPVM(JV),Public Funded,9.5424934,78.8632246,35,55,110,120,175,210
5880,Luhari,Ms BALA JI ENTERPRISES,Public Funded,25.343052,78.916511,140,225,475,515,745,905
5881,Belgada,Ms JSP Project Pvt. Ltd.,Public Funded,27.119331,82.895889,70,110,235,255,370,450
5882,Mungwari,Ms Anil kumar Shukla,Public Funded,24.644141,79.336369,35,60,125,135,190,235
5883,Ujara,Ms. Surendra kumar  Shukla,0,25.085635,79.708403,35,60,125,135,195,235
5884,Nalavadi,Ms. BSCPL  KNR (JV)  Contractor,Public Funded,15.3697,75.3575,115,190,395,430,620,755
5885,Halligudi,Ms. BSCKNR,Public Funded,15.3909,75.8551,100,160,340,370,535,650
5886,Ludana,Kalyani Commodities Private Limited in Consortium with Ashok Kumar,Public Funded,29.24132,76.518153,50,85,175,190,275,335
5887,Bankapur,Ms. Montecarlo Hubli Haveri Highway Pvt. Ltd.,Public Funded,14.9121501,75.2797247,55,85,180,200,285,350
5888,Thiruvallam,MS JAI KAMTANATH AND COMPANY,Public Funded,8.4326672,76.959595,75,120,255,280,400,490
5890,Hirehalli,SRI SAI ENTERPRISES,HAM,14.50436,70.6707,60,100,210,230,330,400
5891,Thimmalapura,na,Public Funded,15.057368,76.3569133,85,135,285,310,445,540
5892,Khiriya,Ms Bansal Construction Works Pvt. Ltd.,Public Funded,23.089011,78.484877,90,145,300,325,470,570
5893,Newli,Ms Bansal Construction Pvt. Ltd.,Public Funded,24.075877,77.37374,65,110,225,245,355,435
5894,Jharothi,Ms Ram Niwas and Company,Public Funded,28.921999,76.953192,75,120,250,270,390,475
5895,Shrishikalan,Niraml Kumar Pandey,Public Funded,25.435025,80.12783,35,55,115,125,185,225
5896,Bass,Gawar Construction Limited,Public Funded,29.1266207,76.2092175,50,85,175,195,275,335
5897,Andhiyari,Raebareilly Allahabad Highway Pvt. Ltd.,BOT (Toll),25.61188,81.642923,80,125,265,410,410,500
5900,Hitouta,Ms  A. K Construction Company,Public Funded,28.264748,80.250888,35,60,120,135,190,235
5901,Sarai Sundar,Ms  Anil Kumar Shukla,Public Funded,28.578965,79.862811,25,45,90,100,145,175
5902,Morwala,CeigallSBPL (JV),Public Funded,28.641001,76.381516,50,80,165,180,260,315
5903,Bisawas,Anil Kumar Shukla,Public Funded,28.46956,75.890932,35,60,120,135,190,235
5904,Choti villor,Ms Ganeshgarhia Constrcution Pvt. Ltd,Public Funded,24.6739351,71.8270341,25,45,95,100,145,175
5905,Balana,Ms Kaltiya,Public Funded,25.293327,73.085753,50,85,175,195,275,335
5906,Binawas,Ms L and T Ltd.,Public Funded,26.27886,73.394295,90,145,305,330,475,580
5907,Biratiya Kalan,Ms L and T Ltd.,Public Funded,26.121946,74.062649,75,120,255,280,400,485
5908,Nekawala,HG INFRA ENG.LTD,Public Funded,27.244988,76.0641958,55,90,190,210,300,365
5909,Rabawata,Ms PNC Rajasthan Highways Pvt. Ltd,Public Funded,26.500317,76.998323,30,50,105,115,165,200
5910,Titoli,Ms PNC Rajasthan Highways Pvt. Ltd,Public Funded,26.7706,76.339247,75,120,255,275,400,485
5911,Thirpali Bari,Ms Rajendra Singh Bhamboo Infra Pvt. Ltd.,Public Funded,28.40023,75.54903,35,60,125,135,200,240
5912,Panthwada,na,Public Funded,24.493991,72.26879,20,35,70,75,110,130
5913,Bhordu,na,Public Funded,24.447181,71.751233,35,55,120,130,190,230
5914,Kala Tibba,J.K Associates,Public Funded,30.1043537,74.26151,45,75,155,165,240,290
5915,Balluana,Mahender Godara,Public Funded,30.2275,74.7638,55,90,185,200,290,350
5916,Chainwa (Chapraitha),Ms GR Infra Pvt. Ltd.,Public Funded,26.0265694,84.4909778,45,70,150,165,235,285
5917,Thawe (Brindavan),Ms GR Infra Pvt. Ltd.,Public Funded,26.4229472,84.3869972,40,65,140,150,220,265
5918,Etaura Bujurg,Raebareilly Allahabad Highway Pvt. Ltd.,Public Funded,42.07099,88.3606,20,35,75,120,120,145
5919,Kollapalle,Ms Inderdeep Construction Company,Public Funded,18.017805,77.927905,70,115,240,260,375,455
5920,Dolhu Nallah (Raison),Ms Anil Kumar Shukla,Public Funded,32.075,77.127222,35,60,125,135,195,240
5921,Beer Mandi,Patel DarahJhalawar Highway Pvt. Ltd.,Public Funded,24.6426388,76.0274722,110,180,375,405,585,710
5922,Kathuwas,Devender Kumar,Public Funded,28.14161,76.36003,65,105,220,240,345,420
5923,Shahpura,Ms Wagad Infra  Rajasthan,Public Funded,23.150638,79.722055,80,130,270,295,425,520
5924,Kashi,Ms. G R Infra Projects Limited,Public Funded,28.89696,77.64521,,,,,,
5925,Bhojpur,Ms. GR Infra Projects Limited,Public Funded,28.80015,77.69916,,,,,,
5926,Rasoolpur Sikrod,Ms. GR Infra Projects Limited,Public Funded,28.707,77.517,,,,,,
5927,Marripalem,na,Public Funded,17.76724,83.06185,20,35,75,80,115,140
5928,Dukkavanipalem,Ms Sri Sai Enterprises,Public Funded,17.89709,83.34555,25,40,85,90,130,160
5929,Mannan,Ceigall India Ltd. Ludhiana (Suresh Chandra Agarwal Toll Agency),Public Funded,31.52051,74.80809,45,75,160,175,250,305
5930,Sarasdol,Mr. Prabhat Jain and Mr. Sujeet Jain and  Mrs. Sapna Jain (Joint venture),Public Funded,23.1157557,79.0490846,75,120,255,280,400,490
5931,Talen (Mirzapur),Ms MCLBECPl (JV),Public Funded,23.585443,76.737047,25,40,85,95,135,165
5932,Dhumka Tondgaon,Ms. Montecarlo Limited,Public Funded,20.01351,77.13994,60,100,205,225,325,395
5933,Kini,Ms Maharashtra State Road Development Corporation,BOT (Toll),16.87673,74.29836,90,145,305,335,480,585
5934,Tasawade,Ms Maharashtra State Road Development Corporation,Public Funded,17.36603,74.12282,95,155,330,360,515,630
5935,Jagjitpura,Vinod Kumar Malik,Public Funded,30.40311,75.44181,110,175,370,400,575,700
5937,Kalajhar,Ms Mandeepa Enterprises,Public Funded,30.26601,76.14826,100,165,340,370,535,650
5938,Popunki,Ms Ashoka Buildcon Ltd.,Public Funded,23.71086,86.19936,75,120,255,280,400,485
5939,Karman,Cube Highways andTransportation Assets Advisors Pvt. Ltd,Public Funded,27.855659,77.403025,85,140,290,,455,555
5940,Gadpuri,Cube Highway,Public Funded,28.27806,77.29797,110,175,355,,695,695
5941,Tidagundi,Ms Vijayapura Tollway Pvt Ltd,Public Funded,17.00847,75.75843,105,165,350,380,545,665
5942,Kallakudi,Ms. KNR Srirrangam Private Limited,Public Funded,10.9971037,78.9667498,70,110,235,255,370,450
5943,Managethi,Ms KallagamMeensurutti Highway Private Limited,Public Funded,11.133873,79.242871,45,70,150,165,235,285
5944,Ghamroj,Ms Prakash Asphaltings Toll Highways (India) Ltd.,Public Funded,28.333785,77.067456,115,190,400,435,625,760
5945,Ichagaon,Ms. DBL Mangalwedha Solapur Highway Pvt. Ltd.,Public Funded,17.592428,75.591836,90,140,300,325,465,570
5946,Khedi,Kishangarh Gulabpura Tollway Limited,Public Funded,26.10415,74.68545,135,215,450,490,705,860
5947,Kozhinjipatti (Kodairoad),DS Toll Road Limited,BOT (Toll),10.194526,77.909311,75,130,260,415,415,415
